in_school,owns_house,house_beds,house_kitchen,reported_social_status,got_pr_transf,part_in_training,life_satisfaction,offdays_ill,healthinsurance,speak_other_languaje,lives_w_mother,lives_w_father,ses_15,read_overall,write_overall,numeracy_overall,computer_use_overall,think_learn_work,autonomy_at_work,repetitiveness_at_work,physical_demand_work,extraversion_av,conscientiousness_avg,openness_av,stability_av,agreeableness_av,grit_av,decision_av,hostile_av,risk,has_children,hh_size,gender,age,has_spouse,chronic_disease,shocks_bef_15,BMI,mother_tongue,labor_market_status,job_stable,hour_earnings,total_hr_worked_week,highest_ISCED_PIAAC,years_educ,wealth_index,overqualified,country,dropout,got_pu_transf,supervise,in_school_1.0,owns_house_2,owns_house_3,house_beds_2,house_beds_3,house_kitchen_1,reported_social_status_1,reported_social_status_2,reported_social_status_3,reported_social_status_4,reported_social_status_5,reported_social_status_6,got_pr_transf_1,got_pu_transf_1,part_in_training_1.0,offdays_ill_1.0,healthinsurance_1.0,speak_other_languaje_1.0,lives_w_mother_1.0,lives_w_father_1.0,read_overall_1.0,read_overall_2.0,read_overall_3.0,write_overall_1.0,write_overall_2.0,write_overall_3.0,numeracy_overall_1.0,numeracy_overall_2.0,numeracy_overall_3.0,supervise_1.0,computer_use_overall_1.0,computer_use_overall_2.0,computer_use_overall_3.0,think_learn_work_1.0,think_learn_work_2.0,think_learn_work_3.0,autonomy_at_work_1.0,autonomy_at_work_2.0,autonomy_at_work_3.0,repetitiveness_at_work_1.0,repetitiveness_at_work_2.0,repetitiveness_at_work_3.0,physical_demand_work_1.0,physical_demand_work_2.0,physical_demand_work_3.0,has_children_1.0,hh_size_2,gender_1,has_spouse_1,chronic_disease_1.0,shocks_bef_15_1.0,mother_tongue_1.0,labor_market_status_1.0,job_stable_1.0,highest_ISCED_PIAAC_1,highest_ISCED_PIAAC_2,highest_ISCED_PIAAC_3,highest_ISCED_PIAAC_5,highest_ISCED_PIAAC_6,highest_ISCED_PIAAC_7,highest_ISCED_PIAAC_8,dropout_1.0
1.0,2,1,0,2,0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.33333325386047,3.0,2.66666674613953,4.0,3.66666674613953,2.66666674613953,2.5,1.0,3.0,0.0,1,0,15,0,0.0,1.0,19.6000003814697,1.0,0.0,0.0,0.0,0,2,9.0,-3.0909628868103,0.0,Colombia,0.0,1,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.0,3,1,1,2,0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,4.0,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,3.66666674613953,3.0,1.0,1.0,1.0,1,0,48,1,0.0,1.0,28.2999992370605,1.0,1.0,1.0,3960.72802734375,48,3,11.0,0.065263070166111,0.0,Colombia,0.0,1,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
0.0,1,3,1,2,0,1.0,9.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,3.66666674613953,4.0,3.66666674613953,3.0,2.66666674613953,2.33333325386047,3.5,1.0,1.0,0.0,2,0,19,0,0.0,0.0,22.5,1.0,1.0,1.0,3763.44091796875,36,3,11.5,0.822878956794739,0.0,Colombia,1.0,0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
0.0,1,1,1,2,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.33333325386047,3.66666674613953,1.66666662693024,4.0,3.0,3.75,2.5,1.0,1.0,2,0,58,0,0.0,1.0,23.3999996185303,1.0,1.0,0.0,0.0,3,1,7.0,-0.944617569446564,-1.0,Colombia,1.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
1.0,1,2,1,2,0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,3.33333325386047,2.66666674613953,1.33333337306976,2.33333325386047,3.33333325386047,3.5,1.0,1.0,0.0,2,0,18,0,0.0,1.0,23.0,1.0,1.0,0.0,13333.3330078125,3,2,10.0,-0.729514479637146,-1.0,Colombia,0.0,1,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0.0,3,1,1,2,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,3.66666674613953,3.33333325386047,3.33333325386047,2.0,3.33333325386047,2.33333325386047,3.25,2.0,1.0,1.0,1,1,26,1,0.0,0.0,20.8999996185303,1.0,1.0,1.0,4428.5712890625,14,1,7.0,-1.47814774513245,-1.0,Colombia,1.0,0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
0.0,2,1,1,2,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,3.33333325386047,1.0,4.0,3.33333325386047,3.75,2.5,1.0,1.0,1,0,49,1,0.0,0.0,24.3999996185303,1.0,1.0,0.0,3291.63916015625,14,1,7.0,0.00832283869385719,1.0,Colombia,1.0,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
0.0,1,2,1,2,0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,3.33333325386047,3.66666674613953,4.0,2.66666674613953,4.0,4.0,4.0,2.0,3.0,1.0,1,1,57,1,0.0,0.0,22.7999992370605,1.0,0.0,0.0,0.0,0,1,6.0,0.951104700565338,-1.0,Colombia,1.0,0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0.0,1,2,1,2,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,3.33333325386047,3.33333325386047,2.0,2.33333325386047,3.0,1.25,2.0,3.0,0.0,1,1,21,0,0.0,0.0,20.3999996185303,1.0,1.0,1.0,30000.0,6,3,11.0,0.570990324020386,0.0,Colombia,0.0,0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
0.0,2,1,1,2,0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.66666674613953,3.0,3.33333325386047,2.66666674613953,4.0,2.33333325386047,3.5,4.0,1.0,1.0,1,1,52,1,0.0,1.0,32.0999984741211,1.0,0.0,0.0,0.0,0,3,11.0,0.305562704801559,0.0,Colombia,0.0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1.0,2,1,1,2,0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,3.33333325386047,2.33333325386047,3.33333325386047,3.0,4.0,2.66666674613953,2.25,1.5,1.0,1.0,1,1,25,1,0.0,0.0,20.7999992370605,1.0,1.0,1.0,3379.41625976562,45,3,11.0,0.0275236908346415,0.0,Colombia,0.0,1,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
0.0,1,1,1,2,0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.66666674613953,2.66666674613953,3.0,2.66666674613953,3.66666674613953,3.0,3.0,1.5,1.0,1.0,1,1,52,0,0.0,1.0,20.2999992370605,1.0,0.0,0.0,0.0,0,3,11.0,-0.916235208511353,0.0,Colombia,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.0,1,1,1,2,0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,2.33333325386047,1.66666662693024,2.66666674613953,2.66666674613953,2.5,2.0,1.0,1.0,1,1,33,1,0.0,1.0,21.5,1.0,1.0,1.0,2668.970703125,48,5,13.0,1.46214509010315,2.0,Colombia,0.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
0.0,1,1,1,2,0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.66666674613953,4.0,3.33333325386047,1.66666662693024,3.0,3.33333325386047,3.0,1.5,1.0,0.0,1,0,50,0,1.0,1.0,35.9000015258789,1.0,1.0,0.0,4310.3447265625,8,3,11.0,-0.427064746618271,-1.0,Colombia,0.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
1.0,1,1,1,2,0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,2.33333325386047,3.0,3.0,2.66666674613953,2.33333325386047,2.66666674613953,3.0,1.5,1.0,0.0,1,0,22,0,0.0,0.0,22.6000003814697,1.0,1.0,0.0,2059.38696289062,48,3,11.5,-0.493620693683624,-1.0,Colombia,0.0,1,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0.0,3,2,1,2,0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.66666674613953,1.66666662693024,3.66666674613953,3.0,3.0,1.5,1.0,0.0,1,1,56,0,1.0,1.0,29.0,1.0,0.0,0.0,0.0,0,1,8.0,-0.689398229122162,0.0,Colombia,1.0,0,0.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
0.0,2,1,1,2,0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.33333325386047,3.33333325386047,3.0,3.0,3.0,2.75,1.5,1.0,0.0,2,0,26,0,0.0,1.0,25.2999992370605,1.0,1.0,0.0,3000.0,40,2,10.0,-1.05406224727631,2.0,Colombia,1.0,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
0.0,1,1,1,2,0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,2.0,3.66666674613953,3.0,3.0,3.0,2.0,3.33333325386047,2.5,1.0,4.0,0.0,1,0,38,0,0.0,0.0,26.0,1.0,1.0,1.0,8294.9306640625,25,1,8.0,0.252322494983673,-2.0,Colombia,1.0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1.0,1,2,1,2,0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.66666674613953,3.33333325386047,3.33333325386047,2.33333325386047,3.0,3.0,3.0,1.0,1.0,0.0,1,1,24,0,0.0,0.0,17.5,1.0,0.0,0.0,0.0,0,5,13.0,-0.0935467481613159,3.0,Colombia,0.0,1,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,3,2,1,2,1,0.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,3.66666674613953,4.0,3.66666674613953,3.33333325386047,2.66666674613953,3.75,1.0,1.0,1.0,1,1,33,0,0.0,1.0,27.5,1.0,1.0,1.0,2068.96557617188,50,5,13.0,0.524642705917358,2.0,Colombia,0.0,1,1.0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1.0,2,2,1,2,0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.66666674613953,3.33333325386047,3.0,3.0,3.33333325386047,3.66666674613953,2.5,1.0,3.0,0.0,2,0,20,0,0.0,0.0,19.1000003814697,1.0,0.0,0.0,0.0,0,3,11.0,0.226403087377548,0.0,Colombia,0.0,0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,1,1,1,3,0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0,3.66666674613953,3.66666674613953,3.66666674613953,2.66666674613953,4.0,2.66666674613953,3.5,2.0,1.0,1.0,1,1,53,1,1.0,0.0,29.3999996185303,1.0,1.0,0.0,1532.56701660156,60,2,9.0,0.382622301578522,-2.0,Colombia,0.0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
0.0,2,1,1,3,0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.66666662693024,3.66666674613953,3.33333325386047,3.33333325386047,4.0,3.66666674613953,4.0,1.0,4.0,1.0,1,1,42,1,0.0,0.0,23.0,1.0,1.0,1.0,1706.77587890625,54,5,13.0,-0.125009223818779,1.0,Colombia,0.0,1,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
0.0,1,2,1,3,0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.66666674613953,4.0,3.0,4.0,3.0,3.75,1.0,1.0,1.0,1,1,49,1,0.0,1.0,25.3999996185303,1.0,1.0,0.0,9195.40234375,40,6,17.0,0.843315780162811,1.0,Colombia,0.0,1,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
0.0,1,2,1,3,1,0.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.66666662693024,3.66666674613953,3.33333325386047,2.33333325386047,3.66666674613953,3.0,3.25,1.5,1.0,1.0,1,1,59,0,0.0,0.0,25.3999996185303,1.0,1.0,0.0,1955.0341796875,66,1,5.0,0.602667152881622,-2.0,Colombia,0.0,1,0.0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0.0,2,1,0,3,0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.66666674613953,3.33333325386047,3.33333325386047,3.33333325386047,3.66666674613953,2.5,2.0,1.0,0.0,1,1,35,0,0.0,1.0,27.5,1.0,1.0,1.0,2880.18432617188,40,3,11.0,-0.804279983043671,1.0,Colombia,0.0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0.0,2,3,1,3,0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2.33333325386047,3.0,3.33333325386047,2.33333325386047,2.66666674613953,3.66666674613953,3.5,3.0,1.0,1.0,2,1,41,0,0.0,0.0,28.5,1.0,1.0,0.0,1149.42529296875,56,1,5.0,0.95022040605545,-1.0,Colombia,0.0,1,0.0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0.0,2,2,0,3,0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,2.33333325386047,3.66666674613953,3.33333325386047,3.33333325386047,3.66666674613953,3.66666674613953,2.5,1.5,4.0,0.0,1,0,27,0,0.0,0.0,21.7999992370605,1.0,1.0,0.0,2979.99145507812,54,3,11.0,-0.836557924747467,0.0,Colombia,0.0,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0.0,1,2,1,3,0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.66666674613953,4.0,3.0,2.66666674613953,4.0,3.33333325386047,3.25,1.0,1.0,1.0,1,0,57,1,1.0,0.0,20.2000007629395,1.0,1.0,1.0,3333.33325195312,60,1,8.0,1.10177433490753,-1.0,Colombia,1.0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
0.0,1,1,1,3,1,0.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,2.33333325386047,3.33333325386047,2.66666674613953,3.0,3.33333325386047,3.66666674613953,2.5,1.0,1.0,0.0,1,1,46,0,0.0,0.0,23.8999996185303,1.0,1.0,0.0,4000.0,30,5,13.0,-0.347322255373001,2.0,Colombia,0.0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0.0,1,2,1,3,0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,2.66666674613953,3.66666674613953,3.0,3.75,1.5,1.0,1.0,1,0,41,1,1.0,0.0,26.8999996185303,1.0,1.0,0.0,2341.421875,54,5,14.0,0.960496664047241,2.0,Colombia,0.0,1,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
0.0,3,1,1,3,0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,2.66666674613953,2.66666674613953,2.33333325386047,2.66666674613953,2.66666674613953,3.0,2.5,3.0,1.0,1.0,1,1,31,0,0.0,1.0,22.0,1.0,1.0,0.0,2408.31958007812,42,3,11.0,-1.16480815410614,-1.0,Colombia,0.0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
0.0,2,1,1,3,0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.66666674613953,3.0,2.66666674613953,2.0,3.66666674613953,3.0,2.75,1.5,1.0,1.0,1,0,57,1,0.0,0.0,22.8999996185303,1.0,1.0,1.0,2814.91918945312,49,1,5.0,-0.322679370641708,1.0,Colombia,0.0,0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
0.0,2,2,1,3,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.33333325386047,2.66666674613953,2.0,1.66666662693024,2.0,3.0,2.0,1.0,1.0,2,1,29,1,0.0,1.0,22.3999996185303,0.0,0.0,0.0,0.0,0,1,5.0,-0.871915221214294,-1.0,Colombia,0.0,0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1,2,1,3,0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,3.33333325386047,3.0,3.66666674613953,3.33333325386047,4.0,3.66666674613953,4.0,1.5,1.0,0.0,1,0,56,0,1.0,0.0,30.7999992370605,1.0,1.0,0.0,2634.099609375,66,3,11.0,0.28320187330246,1.0,Colombia,0.0,0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
0.0,3,1,1,3,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,3.66666674613953,3.66666674613953,2.66666674613953,3.0,4.0,3.0,3.75,2.5,1.0,1.0,1,0,48,0,0.0,0.0,22.5,1.0,0.0,0.0,0.0,0,3,11.0,-0.636305212974548,0.0,Colombia,0.0,1,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,2,1,0,3,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,3.66666674613953,3.66666674613953,3.0,3.0,4.0,3.33333325386047,3.5,1.5,2.0,0.0,1,0,17,1,0.0,1.0,18.6000003814697,1.0,1.0,1.0,20434.2265625,9,1,8.0,-1.94965994358063,-1.0,Colombia,1.0,0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
0.0,2,1,1,3,0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,3.66666674613953,2.66666674613953,3.33333325386047,3.33333325386047,3.0,2.75,2.0,1.0,1.0,1,0,33,1,0.0,0.0,18.3999996185303,1.0,1.0,1.0,12643.677734375,10,5,14.0,-0.679273664951324,2.0,Colombia,0.0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
