in_school,owns_house,house_beds,house_kitchen,reported_social_status,got_pr_transf,part_in_training,life_satisfaction,offdays_ill,healthinsurance,speak_other_languaje,lives_w_mother,lives_w_father,ses_15,read_overall,write_overall,numeracy_overall,computer_use_overall,think_learn_work,autonomy_at_work,repetitiveness_at_work,physical_demand_work,extraversion_av,conscientiousness_avg,openness_av,stability_av,agreeableness_av,grit_av,decision_av,hostile_av,risk,has_children,hh_size,gender,age,has_spouse,chronic_disease,shocks_bef_15,BMI,mother_tongue,labor_market_status,job_stable,hour_earnings,total_hr_worked_week,highest_ISCED_PIAAC,years_educ,wealth_index,overqualified,country,dropout,got_pu_transf,supervise,in_school_1.0,owns_house_2,owns_house_3,house_beds_2,house_beds_3,house_kitchen_1,reported_social_status_1,reported_social_status_2,reported_social_status_3,reported_social_status_4,reported_social_status_5,reported_social_status_6,got_pr_transf_1,got_pu_transf_1,part_in_training_1.0,offdays_ill_1.0,healthinsurance_1.0,speak_other_languaje_1.0,lives_w_mother_1.0,lives_w_father_1.0,read_overall_1.0,read_overall_2.0,read_overall_3.0,write_overall_1.0,write_overall_2.0,write_overall_3.0,numeracy_overall_1.0,numeracy_overall_2.0,numeracy_overall_3.0,supervise_1.0,computer_use_overall_1.0,computer_use_overall_2.0,computer_use_overall_3.0,think_learn_work_1.0,think_learn_work_2.0,think_learn_work_3.0,autonomy_at_work_1.0,autonomy_at_work_2.0,autonomy_at_work_3.0,repetitiveness_at_work_1.0,repetitiveness_at_work_2.0,repetitiveness_at_work_3.0,physical_demand_work_1.0,physical_demand_work_2.0,physical_demand_work_3.0,has_children_1.0,hh_size_2,gender_1,has_spouse_1,chronic_disease_1.0,shocks_bef_15_1.0,mother_tongue_1.0,labor_market_status_1.0,job_stable_1.0,highest_ISCED_PIAAC_1,highest_ISCED_PIAAC_2,highest_ISCED_PIAAC_3,highest_ISCED_PIAAC_5,highest_ISCED_PIAAC_6,highest_ISCED_PIAAC_7,highest_ISCED_PIAAC_8,dropout_1.0
0.0,2,1,1,3,0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.33333325386047,3.66666674613953,3.33333325386047,2.66666674613953,2.33333325386047,3.33333325386047,2.0,2.0,1.0,1.0,1,1,51,0,0.0,1.0,27.2000007629395,1.0,1.0,0.0,2298.8505859375,8,5,14.0,0.383092910051346,2.0,Colombia,0.0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0.0,2,1,1,2,0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,3.33333325386047,3.66666674613953,3.0,3.33333325386047,2.25,3.0,1.0,0.0,1,0,38,1,0.0,1.0,21.5,1.0,1.0,0.0,2736.72680664062,42,6,16.0,-1.87367355823517,1.0,Colombia,1.0,1,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
0.0,2,1,1,2,1,0.0,8.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,2.33333325386047,2.66666674613953,3.33333325386047,3.0,2.5,3.0,1.0,0.0,1,1,60,0,1.0,1.0,34.0999984741211,1.0,1.0,1.0,1751.50524902344,42,0,1.0,-1.52006196975708,0.0,Colombia,1.0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
0.0,1,2,1,2,0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.66666674613953,3.33333325386047,2.33333325386047,2.33333325386047,3.66666674613953,2.66666674613953,3.25,1.0,2.0,1.0,2,1,54,0,1.0,1.0,31.2000007629395,1.0,0.0,0.0,0.0,0,0,2.0,-0.69844514131546,0.0,Colombia,1.0,1,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
0.0,1,2,1,2,0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,3.66666674613953,3.33333325386047,2.66666674613953,2.66666674613953,3.33333325386047,3.0,2.75,1.0,1.0,1.0,2,0,37,1,0.0,0.0,28.3999996185303,1.0,1.0,1.0,3168.20288085938,48,3,12.5,0.217339053750038,0.0,Colombia,1.0,1,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
0.0,1,3,1,1,0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.33333337306976,4.0,4.0,2.66666674613953,4.0,3.0,3.0,1.0,1.0,1.0,2,1,28,1,0.0,1.0,32.5,1.0,1.0,1.0,957.854431152344,60,2,10.0,0.73903876543045,-1.0,Colombia,1.0,1,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
1.0,1,2,1,2,0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.33333325386047,3.33333325386047,3.0,4.0,3.33333325386047,3.0,1.0,2.0,0.0,1,0,17,0,0.0,0.0,20.2999992370605,1.0,0.0,0.0,0.0,0,2,10.0,-0.677964508533478,0.0,Colombia,0.0,1,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,2,1,2,0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.66666674613953,2.66666674613953,2.0,4.0,3.33333325386047,2.25,1.5,1.0,1.0,1,0,47,0,0.0,1.0,32.7999992370605,1.0,0.0,0.0,0.0,0,3,11.0,1.63348340988159,0.0,Colombia,0.0,0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.0,1,2,1,3,0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,2.66666674613953,3.66666674613953,3.33333325386047,2.66666674613953,3.33333325386047,2.0,3.0,1.0,3.0,1.0,2,1,26,0,0.0,1.0,22.7000007629395,1.0,1.0,0.0,7662.83544921875,48,6,16.0,0.653346359729767,1.0,Colombia,0.0,1,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
0.0,2,1,1,2,1,0.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,3.66666674613953,3.66666674613953,3.33333325386047,1.66666662693024,3.66666674613953,3.33333325386047,2.0,1.5,4.0,0.0,2,1,17,1,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0,1,8.0,-0.386750251054764,-1.0,Colombia,1.0,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
0.0,2,2,1,3,0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.33333325386047,4.0,4.0,1.0,3.0,4.0,2.75,1.0,1.0,1.0,2,1,46,1,0.0,0.0,27.6000003814697,1.0,1.0,0.0,2176.13916015625,36,0,2.0,-1.25463330745697,0.0,Colombia,1.0,1,0.0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
0.0,2,1,1,2,0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,2.66666674613953,3.0,2.33333325386047,3.33333325386047,2.66666674613953,2.66666674613953,2.25,1.0,1.0,1.0,1,0,20,1,0.0,0.0,31.2999992370605,1.0,1.0,1.0,702.426574707031,36,1,5.0,-1.83535718917847,-1.0,Colombia,1.0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
1.0,2,1,1,2,0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,3.66666674613953,3.33333325386047,2.0,3.33333325386047,3.33333325386047,3.25,3.0,2.0,1.0,1,1,28,0,1.0,1.0,22.3999996185303,1.0,1.0,1.0,2107.27978515625,84,3,11.0,-0.81507819890976,0.0,Colombia,0.0,1,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
0.0,1,1,1,2,0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,3.66666674613953,4.0,2.66666674613953,1.33333337306976,2.66666674613953,3.66666674613953,2.0,1.5,1.0,0.0,1,0,40,0,0.0,1.0,26.3999996185303,1.0,1.0,1.0,3291.63916015625,42,3,11.0,-0.695732891559601,0.0,Colombia,0.0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0.0,2,1,1,2,0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.66666674613953,3.33333325386047,4.0,2.66666674613953,4.0,3.0,3.0,2.0,1.0,0.0,2,1,18,0,0.0,1.0,22.1000003814697,1.0,0.0,0.0,0.0,0,1,6.0,-0.817554473876953,0.0,Colombia,1.0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1.0,1,3,1,2,1,0.0,6.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.33333325386047,3.0,3.66666674613953,2.33333325386047,2.33333325386047,4.0,2.25,2.0,1.0,1.0,2,1,19,0,1.0,0.0,20.6000003814697,1.0,0.0,0.0,0.0,0,2,10.0,0.0683670714497566,0.0,Colombia,0.0,1,0.0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.0,2,1,1,2,0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,3.33333325386047,3.33333325386047,1.33333337306976,4.0,3.33333325386047,4.0,1.5,2.0,1.0,2,1,27,1,0.0,1.0,26.2000007629395,1.0,1.0,0.0,3428.57153320312,35,1,7.0,-0.66120046377182,-1.0,Colombia,1.0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
0.0,1,1,1,2,0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.66666674613953,2.0,2.66666674613953,2.33333325386047,2.0,3.0,2.0,1.0,0.0,1,1,51,0,1.0,1.0,33.2000007629395,1.0,1.0,1.0,821.01806640625,56,0,1.0,-0.423864930868149,0.0,Colombia,1.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
0.0,2,1,1,2,0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,3.66666674613953,3.66666674613953,2.66666674613953,3.0,2.33333325386047,2.66666674613953,3.25,1.0,1.0,1.0,1,1,24,1,0.0,0.0,22.5,1.0,1.0,0.0,2928.82739257812,45,5,14.0,-0.601156294345856,2.0,Colombia,0.0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0.0,1,2,1,2,0,1.0,7.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,4.0,2.66666674613953,1.66666662693024,3.33333325386047,1.66666662693024,4.0,2.0,3.0,1.0,2,1,30,1,0.0,1.0,27.1000003814697,1.0,1.0,1.0,3753.22534179688,49,3,11.0,0.0738099813461304,0.0,Colombia,0.0,1,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
0.0,3,1,1,2,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.33333325386047,3.0,2.0,3.33333325386047,2.33333325386047,3.75,1.5,2.0,1.0,1,1,38,1,1.0,0.0,23.5,1.0,0.0,0.0,0.0,0,3,11.0,-1.31490468978882,0.0,Colombia,1.0,0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
0.0,2,1,1,3,0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,3.66666674613953,3.66666674613953,3.0,2.66666674613953,4.0,2.33333325386047,4.0,1.0,1.0,1.0,1,1,32,0,0.0,1.0,22.1000003814697,1.0,1.0,0.0,2083.33325195312,24,5,14.0,0.30079784989357,1.0,Colombia,0.0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1.0,2,1,1,3,0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.33333337306976,4.0,4.0,2.33333325386047,2.66666674613953,2.0,3.25,1.0,1.0,1.0,1,1,30,1,0.0,1.0,20.7999992370605,1.0,0.0,0.0,0.0,0,5,13.0,-0.607351124286652,0.0,Colombia,0.0,1,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0.0,2,1,1,3,0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.33333337306976,2.33333325386047,3.0,1.0,2.33333325386047,2.0,2.5,1.0,2.0,0.0,1,1,19,0,0.0,1.0,22.2999992370605,1.0,0.0,0.0,0.0,0,3,11.0,-0.392451912164688,0.0,Colombia,0.0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.0,1,2,1,3,0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.33333325386047,2.66666674613953,4.0,3.0,3.0,1.0,1.0,1.0,1,1,49,0,0.0,1.0,28.2999992370605,1.0,0.0,0.0,0.0,0,0,1.0,1.44865345954895,0.0,Colombia,1.0,1,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.0,1,2,1,3,0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,3.33333325386047,3.33333325386047,3.33333325386047,3.33333325386047,3.0,2.66666674613953,4.0,1.0,1.0,1.0,1,1,33,0,0.0,0.0,18.3999996185303,1.0,1.0,1.0,2886.33471679688,51,3,12.0,-0.213421195745468,-1.0,Colombia,1.0,1,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
0.0,2,2,1,3,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,2.66666674613953,3.0,1.0,3.66666674613953,4.0,3.0,2.0,1.0,0.0,1,1,51,1,1.0,1.0,32.0,1.0,1.0,1.0,5645.1611328125,40,1,8.0,0.485620260238647,-2.0,Colombia,1.0,0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
0.0,2,2,1,3,0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.33333325386047,3.66666674613953,2.66666674613953,2.66666674613953,2.0,2.66666674613953,3.0,1.5,2.0,0.0,2,0,29,0,0.0,1.0,20.7000007629395,1.0,1.0,1.0,2764.97705078125,67,1,6.0,-0.663119494915009,1.0,Colombia,1.0,1,0.0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
0.0,1,1,1,3,1,0.0,8.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.33333325386047,2.66666674613953,3.0,2.0,3.33333325386047,2.5,1.5,1.0,0.0,1,0,58,1,1.0,0.0,22.2999992370605,1.0,0.0,0.0,0.0,0,1,8.0,-0.528055012226105,0.0,Colombia,1.0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
0.0,2,2,1,3,0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,3.66666674613953,3.66666674613953,2.33333325386047,4.0,2.66666674613953,2.75,1.5,1.0,0.0,2,1,29,0,0.0,1.0,19.1000003814697,1.0,0.0,0.0,0.0,0,6,16.0,0.160615682601929,1.0,Colombia,0.0,0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1.0,2,2,1,3,0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,3.0,2.66666674613953,3.33333325386047,3.33333325386047,3.0,4.0,2.33333325386047,2.25,1.5,1.0,0.0,1,0,18,0,0.0,0.0,21.2999992370605,1.0,1.0,0.0,7500.0,20,3,13.5,-0.0298234708607197,0.0,Colombia,0.0,0,1.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1.0,3,1,1,3,1,0.0,10.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.66666674613953,2.66666674613953,3.66666674613953,4.0,3.33333325386047,2.66666674613953,3.25,1.5,4.0,0.0,1,0,16,0,0.0,0.0,19.7999992370605,1.0,0.0,0.0,0.0,0,2,10.0,0.280153065919876,0.0,Colombia,0.0,0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,1,1,1,3,0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,7.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.66666674613953,3.66666674613953,2.0,2.66666674613953,4.0,3.5,1.0,4.0,0.0,1,1,18,0,0.0,0.0,21.1000003814697,1.0,0.0,0.0,0.0,0,3,12.5,0.712274193763733,-1.0,Colombia,0.0,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,1,1,1,3,1,0.0,7.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.66666674613953,3.0,3.33333325386047,2.33333325386047,3.33333325386047,2.33333325386047,3.5,1.0,2.0,0.0,1,1,51,0,1.0,1.0,23.0,1.0,0.0,0.0,0.0,0,5,14.0,0.12538568675518,0.0,Colombia,0.0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0.0,1,2,1,3,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,3.66666674613953,2.33333325386047,4.0,4.0,2.5,3.0,1.0,0.0,2,1,49,0,0.0,0.0,21.8999996185303,1.0,1.0,1.0,1642.0361328125,14,5,13.0,1.20550894737244,3.0,Colombia,1.0,1,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
0.0,2,1,1,3,0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.66666674613953,4.0,3.33333325386047,1.33333337306976,3.0,3.33333325386047,4.0,3.0,2.0,1.0,1,1,36,0,1.0,0.0,28.0,1.0,1.0,1.0,1642.0361328125,42,3,12.5,0.93428760766983,0.0,Colombia,1.0,0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1
1.0,1,2,1,3,1,0.0,8.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.66666662693024,2.66666674613953,2.66666674613953,3.0,2.33333325386047,2.33333325386047,2.25,3.5,1.0,0.0,2,1,56,0,0.0,0.0,23.3999996185303,1.0,1.0,1.0,3629.0322265625,36,5,13.0,0.280530154705048,3.0,Colombia,0.0,0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1.0,1,2,1,3,1,1.0,8.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.66666674613953,3.33333325386047,3.66666674613953,2.66666674613953,3.66666674613953,3.5,2.0,1.0,0.0,1,0,21,1,0.0,0.0,24.2999992370605,1.0,0.0,0.0,0.0,0,3,14.0,0.994334399700165,0.0,Colombia,0.0,0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
